"Function Name","Grid
Dimensions","Block
Dimensions","Start Time
(μs)","Duration
(μs)","Occupancy","Registers
per Thread","Static Shared
Memory per
Block (bytes)","Dynamic Shared
Memory per
Block (bytes)","Cache
Configuration
Executed","Global
Caching
Requested","Global
Caching
Executed","Local Memory
per Thread
(bytes)","Device
Name","Context
ID","Stream
ID","Process
Name","Occupancy [0]:
Allocated Warps
Per Block","Occupancy [0]:
Allocated Registers
Per Block","Occupancy [0]:
Allocated Shared Memory
Per Block","Occupancy [0]:
Max Block Limit
Warps","Occupancy [0]:
Max Block Limit
Registers","Occupancy [0]:
Max Block Limit
Shared Memory","Occupancy [0]:
Block Limit Reason"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9411996,816","2535,845","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","9414534,005","1228,21","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9446481,68","6827,793","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9453310,849","3717,108","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9487941,006","6844,305","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9494786,431","3717,717","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9517176,004","2564,423","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9519741,835","2559,622","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","9522302,705","618,713","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","9522922,474","618,296","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","9569295,876","428,914","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9597616,622","6825,841","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9604443,615","3718,516","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9617126,844","2558,822","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","9619686,85","511,764","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9646737,497","6829,361","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9653568,266","3718,1","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9666339,634","2566,374","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","9668907,48","1228,529","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9700700,462","6838,129","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9707539,967","3718,261","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9740260,203","6837,969","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9747099,356","3717,269","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9770534,544","2576,551","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9773112,407","2569,255","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","9775682,718","618,105","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","9776301,943","618,168","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","9822981,6","429,457","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9850244,225","6837,65","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9857083,283","3716,948","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9869738,893","2561,382","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","9872301,747","510,197","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9899847,423","6837,936","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9906686,864","3716,948","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","9919415,772","2553,862","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","9921971,138","1228,337","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9953848,922","6842,737","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9960693,131","3718,037","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","9992977,341","6819,857","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","9999798,702","3718,1","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10022504,554","2574,599","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10025080,625","2581,991","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","10027664,12","618,777","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","10028283,985","615,449","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","10074668,206","429,425","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10102122,711","6840,593","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10108964,36","3717,781","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10121672,231","2592,904","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","10124266,223","512,5","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10151708,886","6834,193","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10158544,391","3716,948","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10171227,991","2588,519","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","10173817,567","1230,289","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10205459,181","6844,689","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10212305,214","3717,877","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10244583,236","6826,289","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10251411,093","3717,684","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10273877,638","2586,791","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10276465,549","2546,982","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","10279013,779","616,568","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","10279631,627","614,073","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","10326158,445","429,137","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10353465,071","6842,577","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10360308,992","3716,501","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10372966,543","2578,887","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","10375546,678","509,684","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10402757,429","6845,073","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10409603,686","3718,26","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10422342,502","2570,855","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","10424914,733","1228,145","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10456606,494","6833,873","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10463441,711","3717,524","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10498674,484","6832,625","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10505508,165","3718,164","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10527901,234","2559,814","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10530462,488","2557,478","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","10533021,246","618,073","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","10533640,535","611,352","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","10580085,205","429,489","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10607661,986","6832,465","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10614495,891","3718,1","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10627184,322","2553,382","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","10629738,76","511,22","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10656953,062","6836,304","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10663790,454","3717,781","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10676527,402","2546,694","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","10679075,344","1228,561","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10710866,309","6823,952","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10717691,317","3716,789","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10750638,524","6835,856","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10757475,564","3717,653","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10780348,895","2554,118","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10782904,453","2561,158","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","10785466,987","617,753","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","10786086,212","609,496","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","10832575,364","429,553","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10859824,932","6825,328","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10866651,796","3718,133","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10879376,162","2550,982","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"pixelMultOnGPU","{5866, 1, 1}","{1024, 1, 1}","10881928,808","511,796","1","11","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10909113,125","6827,28","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10915941,845","3716,917","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","10928623,744","2558,054","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_ak_and_bk","{5866, 1, 1}","{1024, 1, 1}","10931183,11","1229,041","1","26","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","32768","0","2","2","2147483647","Warps, Registers"
"rowSum","{2, 1, 1}","{1024, 1, 1}","10962753,81","6826,929","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","10969581,859","3717,812","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","11001866,391","6837,04","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","11008803,467","3718,741","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","11031436,908","2552,518","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"computeBoxFilterOnGPU","{191, 123, 1}","{16, 16, 1}","11033990,77","2557,702","1","28","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","8","8192","0","8","8","2147483647","Warps, Registers"
"compute_q","{5866, 1, 1}","{1024, 1, 1}","11036550,008","617,401","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"dispSelectOnGPU","{5866, 1, 1}","{1024, 1, 1}","11037168,689","608,408","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"copyFromBigToLittleOnGPU","{5866, 1, 1}","{1024, 1, 1}","11083467,784","428,913","1","9","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"rowSum","{2, 1, 1}","{1024, 1, 1}","11111626,155","6833,52","1","12","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
"colSum","{3, 1, 1}","{1024, 1, 1}","11118460,795","3717,333","1","13","0","0","PREFER_SHARED","ON","ON","0","GeForce GTX 1080","1","1","stereo_matching_cuda.exe","32","16384","0","2","4","2147483647","Warps"
